id,region,country,item_type,sales_channel,order_priority,order_date,order_id,ship_date,units_sold,unit_price,unit_cost,total_revenue,total_cost,total_profit,created_at,updated_at
2276,Asia,Maldives,Snacks,Offline,L,2014-02-11T00:00:00.000000Z,359986197,2014-03-21T00:00:00.000000Z,6770,152.58,97.44,1032966.60,659668.80,373297.80,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2277,"Central America and the Caribbean",Nicaragua,Beverages,Offline,H,2014-08-01T00:00:00.000000Z,933685815,2014-09-14T00:00:00.000000Z,7236,47.45,31.79,343348.20,230032.44,113315.76,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2278,"Sub-Saharan Africa",Guinea-Bissau,Household,Offline,H,2017-05-22T00:00:00.000000Z,913203608,2017-05-31T00:00:00.000000Z,6096,668.27,502.54,4073773.92,3063483.84,1010290.08,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2279,"Middle East and North Africa","Saudi Arabia",Beverages,Online,L,2015-09-19T00:00:00.000000Z,478275907,2015-10-17T00:00:00.000000Z,1324,47.45,31.79,62823.80,42089.96,20733.84,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2280,Asia,Singapore,Vegetables,Offline,H,2015-03-05T00:00:00.000000Z,778951537,2015-04-10T00:00:00.000000Z,7925,154.06,90.93,1220925.50,720620.25,500305.25,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2281,Europe,Latvia,Meat,Online,L,2014-11-12T00:00:00.000000Z,785591828,2014-12-08T00:00:00.000000Z,2934,421.89,364.69,1237825.26,1070000.46,167824.80,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2282,Europe,Slovenia,Cereal,Offline,L,2011-03-04T00:00:00.000000Z,438870608,2011-04-10T00:00:00.000000Z,421,205.70,117.11,86599.70,49303.31,37296.39,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2283,"Sub-Saharan Africa",Botswana,"Office Supplies",Online,H,2016-09-05T00:00:00.000000Z,199774205,2016-09-19T00:00:00.000000Z,6482,651.21,524.96,4221143.22,3402790.72,818352.50,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2284,"Central America and the Caribbean",Guatemala,"Baby Food",Offline,L,2010-12-20T00:00:00.000000Z,599601447,2011-02-03T00:00:00.000000Z,4248,255.28,159.42,1084429.44,677216.16,407213.28,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2285,"Sub-Saharan Africa","Seychelles ","Baby Food",Online,L,2012-07-18T00:00:00.000000Z,889963662,2012-08-17T00:00:00.000000Z,8879,255.28,159.42,2266631.12,1415490.18,851140.94,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2286,Europe,Ireland,Snacks,Offline,C,2014-06-24T00:00:00.000000Z,392784678,2014-06-29T00:00:00.000000Z,2570,152.58,97.44,392130.60,250420.80,141709.80,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2287,Asia,Brunei,"Office Supplies",Online,H,2010-11-25T00:00:00.000000Z,750300824,2010-12-19T00:00:00.000000Z,9542,651.21,524.96,6213845.82,5009168.32,1204677.50,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2288,"Australia and Oceania",Tuvalu,"Baby Food",Offline,M,2015-12-08T00:00:00.000000Z,975060927,2016-01-02T00:00:00.000000Z,1051,255.28,159.42,268299.28,167550.42,100748.86,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2289,Europe,"Moldova ","Personal Care",Online,C,2014-06-28T00:00:00.000000Z,599926316,2014-07-08T00:00:00.000000Z,384,81.73,56.67,31384.32,21761.28,9623.04,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2290,"Sub-Saharan Africa",Senegal,"Baby Food",Offline,M,2011-06-18T00:00:00.000000Z,128070819,2011-07-11T00:00:00.000000Z,7856,255.28,159.42,2005479.68,1252403.52,753076.16,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2291,"Sub-Saharan Africa",Angola,Cereal,Online,M,2012-10-24T00:00:00.000000Z,582980763,2012-11-09T00:00:00.000000Z,5818,205.70,117.11,1196762.60,681345.98,515416.62,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2292,"Central America and the Caribbean","Trinidad and Tobago",Household,Offline,C,2014-03-21T00:00:00.000000Z,358454978,2014-04-22T00:00:00.000000Z,3648,668.27,502.54,2437848.96,1833265.92,604583.04,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2293,Europe,Ukraine,"Office Supplies",Offline,C,2012-05-30T00:00:00.000000Z,168604791,2012-06-27T00:00:00.000000Z,2759,651.21,524.96,1796688.39,1448364.64,348323.75,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2294,Europe,Croatia,Beverages,Offline,C,2016-07-19T00:00:00.000000Z,797854030,2016-09-05T00:00:00.000000Z,1592,47.45,31.79,75540.40,50609.68,24930.72,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2295,Asia,India,Household,Online,H,2014-02-19T00:00:00.000000Z,850939023,2014-04-08T00:00:00.000000Z,622,668.27,502.54,415663.94,312579.88,103084.06,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2296,Asia,Brunei,Cosmetics,Online,M,2012-09-05T00:00:00.000000Z,802908599,2012-09-30T00:00:00.000000Z,7352,437.20,263.33,3214294.40,1936002.16,1278292.24,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2297,Europe,Ukraine,Clothes,Offline,C,2013-03-04T00:00:00.000000Z,749124085,2013-04-12T00:00:00.000000Z,1319,109.28,35.84,144140.32,47272.96,96867.36,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2298,"Middle East and North Africa",Egypt,Clothes,Online,M,2013-11-20T00:00:00.000000Z,855259311,2013-12-27T00:00:00.000000Z,9091,109.28,35.84,993464.48,325821.44,667643.04,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2299,Europe,Ukraine,Vegetables,Online,H,2014-02-28T00:00:00.000000Z,907300603,2014-03-28T00:00:00.000000Z,9265,154.06,90.93,1427365.90,842466.45,584899.45,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2300,Europe,Romania,Household,Online,H,2010-08-12T00:00:00.000000Z,761546790,2010-08-24T00:00:00.000000Z,7473,668.27,502.54,4993981.71,3755481.42,1238500.29,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2301,"Sub-Saharan Africa",Nigeria,Clothes,Offline,C,2016-01-25T00:00:00.000000Z,794609200,2016-01-26T00:00:00.000000Z,1375,109.28,35.84,150260.00,49280.00,100980.00,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2302,"Sub-Saharan Africa",Namibia,Clothes,Online,H,2010-05-05T00:00:00.000000Z,553411662,2010-06-22T00:00:00.000000Z,5664,109.28,35.84,618961.92,202997.76,415964.16,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2303,"North America",Canada,Vegetables,Offline,C,2012-03-05T00:00:00.000000Z,105190503,2012-03-18T00:00:00.000000Z,7062,154.06,90.93,1087971.72,642147.66,445824.06,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2304,Europe,"Moldova ","Office Supplies",Online,H,2014-11-17T00:00:00.000000Z,487494552,2014-11-17T00:00:00.000000Z,9326,651.21,524.96,6073184.46,4895776.96,1177407.50,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2305,"Sub-Saharan Africa",Tanzania,Clothes,Online,L,2012-10-23T00:00:00.000000Z,558185136,2012-11-16T00:00:00.000000Z,8241,109.28,35.84,900576.48,295357.44,605219.04,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2306,"Sub-Saharan Africa","Cape Verde",Cereal,Offline,C,2012-10-09T00:00:00.000000Z,145436084,2012-11-17T00:00:00.000000Z,6624,205.70,117.11,1362556.80,775736.64,586820.16,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2307,Europe,"San Marino",Snacks,Offline,H,2015-01-17T00:00:00.000000Z,497733724,2015-01-28T00:00:00.000000Z,9324,152.58,97.44,1422655.92,908530.56,514125.36,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2308,Europe,Belgium,Household,Offline,H,2017-03-11T00:00:00.000000Z,233876883,2017-04-28T00:00:00.000000Z,8222,668.27,502.54,5494515.94,4131883.88,1362632.06,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2309,Asia,Myanmar,Beverages,Offline,C,2010-04-08T00:00:00.000000Z,292976891,2010-04-22T00:00:00.000000Z,7228,47.45,31.79,342968.60,229778.12,113190.48,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2310,"Middle East and North Africa",Egypt,Cereal,Online,C,2012-11-24T00:00:00.000000Z,784457576,2012-12-13T00:00:00.000000Z,7284,205.70,117.11,1498318.80,853029.24,645289.56,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2311,"Sub-Saharan Africa",Guinea,Cosmetics,Online,H,2014-06-25T00:00:00.000000Z,538055264,2014-07-27T00:00:00.000000Z,1364,437.20,263.33,596340.80,359182.12,237158.68,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2312,Europe,Serbia,Household,Offline,M,2016-11-04T00:00:00.000000Z,253818786,2016-11-15T00:00:00.000000Z,9474,668.27,502.54,6331189.98,4761063.96,1570126.02,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2313,"Sub-Saharan Africa",Mozambique,Meat,Online,C,2015-04-19T00:00:00.000000Z,252109467,2015-05-18T00:00:00.000000Z,3649,421.89,364.69,1539476.61,1330753.81,208722.80,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2314,"Sub-Saharan Africa",Benin,Snacks,Online,H,2010-01-03T00:00:00.000000Z,923601138,2010-02-16T00:00:00.000000Z,2956,152.58,97.44,451026.48,288032.64,162993.84,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2315,"Sub-Saharan Africa",Malawi,Meat,Offline,M,2017-05-09T00:00:00.000000Z,479280126,2017-06-09T00:00:00.000000Z,8495,421.89,364.69,3583955.55,3098041.55,485914.00,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2316,Europe,Latvia,Meat,Online,C,2013-02-15T00:00:00.000000Z,800445258,2013-04-06T00:00:00.000000Z,8394,421.89,364.69,3541344.66,3061207.86,480136.80,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2317,Europe,Switzerland,"Personal Care",Online,H,2012-01-17T00:00:00.000000Z,688707864,2012-02-12T00:00:00.000000Z,2816,81.73,56.67,230151.68,159582.72,70568.96,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2318,"Central America and the Caribbean","Dominican Republic","Personal Care",Offline,L,2010-12-19T00:00:00.000000Z,815991771,2011-01-11T00:00:00.000000Z,8953,81.73,56.67,731728.69,507366.51,224362.18,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2319,"Australia and Oceania",Tuvalu,"Baby Food",Online,L,2015-05-18T00:00:00.000000Z,574533307,2015-06-03T00:00:00.000000Z,6028,255.28,159.42,1538827.84,960983.76,577844.08,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2320,Europe,Monaco,"Personal Care",Offline,L,2012-11-25T00:00:00.000000Z,326881301,2012-12-16T00:00:00.000000Z,296,81.73,56.67,24192.08,16774.32,7417.76,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2321,"North America","United States of America","Personal Care",Online,L,2014-12-13T00:00:00.000000Z,955897080,2014-12-27T00:00:00.000000Z,43,81.73,56.67,3514.39,2436.81,1077.58,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2322,Europe,France,Household,Online,M,2015-01-23T00:00:00.000000Z,714754474,2015-02-05T00:00:00.000000Z,587,668.27,502.54,392274.49,294990.98,97283.51,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2323,"Sub-Saharan Africa","Equatorial Guinea","Baby Food",Online,H,2015-05-31T00:00:00.000000Z,176939809,2015-07-17T00:00:00.000000Z,9276,255.28,159.42,2367977.28,1478779.92,889197.36,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2324,Asia,Bhutan,Beverages,Offline,L,2015-06-17T00:00:00.000000Z,886251914,2015-07-20T00:00:00.000000Z,491,47.45,31.79,23297.95,15608.89,7689.06,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2325,Europe,Georgia,"Personal Care",Online,H,2015-09-23T00:00:00.000000Z,406802117,2015-09-24T00:00:00.000000Z,641,81.73,56.67,52388.93,36325.47,16063.46,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2326,Europe,Finland,Cosmetics,Online,M,2014-01-04T00:00:00.000000Z,873014247,2014-01-27T00:00:00.000000Z,3171,437.20,263.33,1386361.20,835019.43,551341.77,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2327,Europe,Netherlands,"Personal Care",Online,L,2016-10-01T00:00:00.000000Z,439624631,2016-10-31T00:00:00.000000Z,3553,81.73,56.67,290386.69,201348.51,89038.18,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2328,Europe,"Vatican City",Snacks,Offline,H,2012-07-07T00:00:00.000000Z,931682097,2012-08-19T00:00:00.000000Z,4292,152.58,97.44,654873.36,418212.48,236660.88,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2329,Europe,Cyprus,Snacks,Offline,C,2013-08-30T00:00:00.000000Z,194547975,2013-10-14T00:00:00.000000Z,9924,152.58,97.44,1514203.92,966994.56,547209.36,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2330,"Australia and Oceania","Solomon Islands",Vegetables,Offline,C,2014-09-05T00:00:00.000000Z,643896090,2014-09-15T00:00:00.000000Z,2017,154.06,90.93,310739.02,183405.81,127333.21,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2331,"North America",Canada,"Baby Food",Online,C,2011-02-10T00:00:00.000000Z,715712773,2011-03-05T00:00:00.000000Z,4169,255.28,159.42,1064262.32,664621.98,399640.34,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2332,Europe,Italy,"Personal Care",Online,L,2010-12-08T00:00:00.000000Z,716296851,2010-12-16T00:00:00.000000Z,7011,81.73,56.67,573009.03,397313.37,175695.66,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2333,"Sub-Saharan Africa","Sierra Leone",Meat,Online,C,2015-08-17T00:00:00.000000Z,572259652,2015-08-19T00:00:00.000000Z,3203,421.89,364.69,1351313.67,1168102.07,183211.60,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2334,"Sub-Saharan Africa",Botswana,"Office Supplies",Offline,L,2016-05-08T00:00:00.000000Z,280525004,2016-06-09T00:00:00.000000Z,2438,651.21,524.96,1587649.98,1279852.48,307797.50,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2335,Europe,Kosovo,"Personal Care",Offline,L,2012-12-04T00:00:00.000000Z,358329236,2013-01-07T00:00:00.000000Z,6439,81.73,56.67,526259.47,364898.13,161361.34,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2336,Asia,Bhutan,Vegetables,Online,C,2010-01-04T00:00:00.000000Z,493221175,2010-02-11T00:00:00.000000Z,3961,154.06,90.93,610231.66,360173.73,250057.93,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2337,Europe,Latvia,Beverages,Online,H,2013-05-01T00:00:00.000000Z,893062150,2013-06-02T00:00:00.000000Z,5791,47.45,31.79,274782.95,184095.89,90687.06,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2338,"Sub-Saharan Africa","Mauritius ",Household,Offline,C,2010-10-02T00:00:00.000000Z,936025989,2010-11-17T00:00:00.000000Z,9745,668.27,502.54,6512291.15,4897252.30,1615038.85,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2339,Europe,Monaco,"Office Supplies",Online,M,2013-11-30T00:00:00.000000Z,520599019,2013-12-21T00:00:00.000000Z,5673,651.21,524.96,3694314.33,2978098.08,716216.25,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2340,"Sub-Saharan Africa",Lesotho,Vegetables,Online,M,2016-08-06T00:00:00.000000Z,515580070,2016-09-14T00:00:00.000000Z,455,154.06,90.93,70097.30,41373.15,28724.15,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2341,Europe,"Bosnia and Herzegovina",Fruits,Offline,L,2013-08-22T00:00:00.000000Z,510080468,2013-10-02T00:00:00.000000Z,3001,9.33,6.92,27999.33,20766.92,7232.41,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2342,"Sub-Saharan Africa",Namibia,Cosmetics,Online,M,2012-04-24T00:00:00.000000Z,163524043,2012-05-04T00:00:00.000000Z,9253,437.20,263.33,4045411.60,2436592.49,1608819.11,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2343,Asia,Laos,Clothes,Offline,C,2013-05-14T00:00:00.000000Z,555647122,2013-06-25T00:00:00.000000Z,7186,109.28,35.84,785286.08,257546.24,527739.84,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2344,Asia,Turkmenistan,Clothes,Offline,M,2014-11-05T00:00:00.000000Z,136498534,2014-11-24T00:00:00.000000Z,1804,109.28,35.84,197141.12,64655.36,132485.76,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2345,Asia,Brunei,Clothes,Online,L,2015-11-06T00:00:00.000000Z,576439607,2015-12-14T00:00:00.000000Z,144,109.28,35.84,15736.32,5160.96,10575.36,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2346,Asia,"Sri Lanka",Vegetables,Online,L,2012-10-01T00:00:00.000000Z,916144168,2012-11-04T00:00:00.000000Z,6273,154.06,90.93,966418.38,570403.89,396014.49,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2347,"Sub-Saharan Africa","Central African Republic",Snacks,Offline,H,2010-07-29T00:00:00.000000Z,716598546,2010-08-02T00:00:00.000000Z,6289,152.58,97.44,959575.62,612800.16,346775.46,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2348,Europe,Netherlands,Snacks,Offline,C,2011-08-14T00:00:00.000000Z,509101569,2011-09-20T00:00:00.000000Z,3323,152.58,97.44,507023.34,323793.12,183230.22,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2349,"Australia and Oceania",Australia,Meat,Offline,C,2011-08-31T00:00:00.000000Z,445264565,2011-09-30T00:00:00.000000Z,2535,421.89,364.69,1069491.15,924489.15,145002.00,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2350,Asia,Laos,Cosmetics,Offline,H,2011-05-11T00:00:00.000000Z,747011363,2011-06-03T00:00:00.000000Z,6117,437.20,263.33,2674352.40,1610789.61,1063562.79,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2351,"Sub-Saharan Africa",Djibouti,Beverages,Offline,M,2012-05-25T00:00:00.000000Z,356578290,2012-06-10T00:00:00.000000Z,8295,47.45,31.79,393597.75,263698.05,129899.70,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2352,Asia,Vietnam,Snacks,Online,C,2013-10-09T00:00:00.000000Z,986514174,2013-11-28T00:00:00.000000Z,322,152.58,97.44,49130.76,31375.68,17755.08,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2353,Europe,"Moldova ",Beverages,Online,L,2015-07-13T00:00:00.000000Z,369680345,2015-08-08T00:00:00.000000Z,5484,47.45,31.79,260215.80,174336.36,85879.44,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2354,Asia,Singapore,Cereal,Offline,H,2014-12-29T00:00:00.000000Z,809250628,2015-02-03T00:00:00.000000Z,4099,205.70,117.11,843164.30,480033.89,363130.41,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2355,"Central America and the Caribbean","Costa Rica",Cosmetics,Offline,M,2010-07-22T00:00:00.000000Z,628711354,2010-08-26T00:00:00.000000Z,8516,437.20,263.33,3723195.20,2242518.28,1480676.92,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2356,"Central America and the Caribbean",Nicaragua,Beverages,Online,M,2013-01-12T00:00:00.000000Z,921861350,2013-01-27T00:00:00.000000Z,8114,47.45,31.79,385009.30,257944.06,127065.24,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2357,"Australia and Oceania",Nauru,Cereal,Offline,L,2011-08-03T00:00:00.000000Z,602811944,2011-09-04T00:00:00.000000Z,4305,205.70,117.11,885538.50,504158.55,381379.95,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2358,"Central America and the Caribbean",Panama,Cosmetics,Offline,C,2015-05-18T00:00:00.000000Z,455986964,2015-06-18T00:00:00.000000Z,5531,437.20,263.33,2418153.20,1456478.23,961674.97,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2359,"Central America and the Caribbean",Nicaragua,Clothes,Offline,L,2011-11-28T00:00:00.000000Z,886122739,2011-12-16T00:00:00.000000Z,2265,109.28,35.84,247519.20,81177.60,166341.60,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2360,Europe,Belgium,Vegetables,Offline,M,2016-04-04T00:00:00.000000Z,568268096,2016-05-15T00:00:00.000000Z,2013,154.06,90.93,310122.78,183042.09,127080.69,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2361,"Sub-Saharan Africa",Togo,Fruits,Online,H,2014-04-10T00:00:00.000000Z,497784364,2014-04-17T00:00:00.000000Z,4310,9.33,6.92,40212.30,29825.20,10387.10,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2362,Asia,"South Korea",Clothes,Online,H,2011-10-19T00:00:00.000000Z,840345370,2011-11-03T00:00:00.000000Z,5724,109.28,35.84,625518.72,205148.16,420370.56,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2363,Europe,Bulgaria,"Baby Food",Online,L,2015-10-01T00:00:00.000000Z,481937444,2015-10-26T00:00:00.000000Z,4854,255.28,159.42,1239129.12,773824.68,465304.44,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2364,"Central America and the Caribbean","Costa Rica",Vegetables,Online,H,2015-03-02T00:00:00.000000Z,178859412,2015-04-07T00:00:00.000000Z,7330,154.06,90.93,1129259.80,666516.90,462742.90,2024-11-04T08:48:59.000000Z,2024-11-04T08:48:59.000000Z
2365,"Sub-Saharan Africa",Angola,"Personal Care",Online,H,2015-04-21T00:00:00.000000Z,307722604,2015-04-30T00:00:00.000000Z,812,81.73,56.67,66364.76,46016.04,20348.72,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2366,"Sub-Saharan Africa",Kenya,Beverages,Offline,H,2011-02-14T00:00:00.000000Z,415450847,2011-04-03T00:00:00.000000Z,9993,47.45,31.79,474167.85,317677.47,156490.38,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2367,Asia,Brunei,Cereal,Online,L,2013-10-17T00:00:00.000000Z,569280469,2013-10-29T00:00:00.000000Z,1596,205.70,117.11,328297.20,186907.56,141389.64,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2368,"Sub-Saharan Africa","Sao Tome and Principe",Cereal,Online,M,2016-08-14T00:00:00.000000Z,906760299,2016-08-20T00:00:00.000000Z,9377,205.70,117.11,1928848.90,1098140.47,830708.43,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2369,"Sub-Saharan Africa",Angola,"Office Supplies",Online,C,2013-12-20T00:00:00.000000Z,285751664,2014-02-05T00:00:00.000000Z,9122,651.21,524.96,5940337.62,4788685.12,1151652.50,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2370,"Middle East and North Africa",Libya,"Baby Food",Online,L,2012-08-20T00:00:00.000000Z,334428393,2012-09-23T00:00:00.000000Z,3648,255.28,159.42,931261.44,581564.16,349697.28,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2371,"Middle East and North Africa",Algeria,Fruits,Offline,L,2012-11-26T00:00:00.000000Z,501276814,2013-01-03T00:00:00.000000Z,7804,9.33,6.92,72811.32,54003.68,18807.64,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2372,"North America",Greenland,Clothes,Online,M,2012-05-03T00:00:00.000000Z,305095756,2012-05-15T00:00:00.000000Z,3469,109.28,35.84,379092.32,124328.96,254763.36,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2373,Europe,Belarus,Beverages,Offline,C,2017-02-18T00:00:00.000000Z,684996545,2017-03-15T00:00:00.000000Z,4555,47.45,31.79,216134.75,144803.45,71331.30,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2374,"Sub-Saharan Africa",Gabon,Cosmetics,Online,C,2015-08-19T00:00:00.000000Z,850403010,2015-09-22T00:00:00.000000Z,2003,437.20,263.33,875711.60,527449.99,348261.61,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2375,Asia,Turkmenistan,"Personal Care",Online,C,2012-05-16T00:00:00.000000Z,531051480,2012-05-25T00:00:00.000000Z,8789,81.73,56.67,718324.97,498072.63,220252.34,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2376,Asia,Japan,Household,Online,H,2016-10-02T00:00:00.000000Z,426990783,2016-10-10T00:00:00.000000Z,4916,668.27,502.54,3285215.32,2470486.64,814728.68,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2377,"Australia and Oceania","Papua New Guinea",Fruits,Offline,L,2016-07-07T00:00:00.000000Z,858582246,2016-07-11T00:00:00.000000Z,2421,9.33,6.92,22587.93,16753.32,5834.61,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2378,"Sub-Saharan Africa","Mauritius ","Personal Care",Offline,C,2011-10-29T00:00:00.000000Z,416499698,2011-11-03T00:00:00.000000Z,371,81.73,56.67,30321.83,21024.57,9297.26,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2379,Europe,Germany,Meat,Offline,H,2011-06-27T00:00:00.000000Z,911729466,2011-08-01T00:00:00.000000Z,9865,421.89,364.69,4161944.85,3597666.85,564278.00,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2380,"Sub-Saharan Africa",Ghana,"Baby Food",Online,L,2014-01-04T00:00:00.000000Z,625570380,2014-01-09T00:00:00.000000Z,9032,255.28,159.42,2305688.96,1439881.44,865807.52,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
2381,Asia,Philippines,Clothes,Online,C,2011-05-27T00:00:00.000000Z,159633767,2011-07-07T00:00:00.000000Z,8034,109.28,35.84,877955.52,287938.56,590016.96,2024-11-04T08:49:00.000000Z,2024-11-04T08:49:00.000000Z
